gs_long2,pct,condition2,cell,BioID
Gna14,NA,NL3_A,Astrocyte,NL3
Sstr2,NA,NL3_A,Astrocyte,NL3
Sstr3,NA,NL3_A,Astrocyte,NL3
Ctnnd1,NA,NL3_A,Astrocyte,NL3
Aimp1,NA,NL3_A,Astrocyte,NL3
Prkar2b,NA,NL3_A,Astrocyte,NL3
Slc6a1,98,NL3_A,Astrocyte,NL3
Slc6a11,100,NL3_A,Astrocyte,NL3
Akt1,NA,NL3_A,Astrocyte,NL3
Dbi,NA,NL3_A,Astrocyte,NL3
Map2k1,NA,NL3_A,Astrocyte,NL3
Slc2a3,NA,NL3_A,Astrocyte,NL3
Chrm4,52,NL3_A,Astrocyte,NL3
Drg1,NA,NL3_A,Astrocyte,NL3
Kras,NA,NL3_A,Astrocyte,NL3
Wars,NA,NL3_A,Astrocyte,NL3
Kif1a,NA,NL3_A,Astrocyte,NL3
Ranbp1,NA,NL3_A,Astrocyte,NL3
Ptk2,NA,NL3_A,Astrocyte,NL3
Mif,NA,NL3_A,Astrocyte,NL3
Ephx2,NA,NL3_A,Astrocyte,NL3
Usp4,NA,NL3_A,Astrocyte,NL3
Ptpn11,NA,NL3_A,Astrocyte,NL3
Rab5c,NA,NL3_A,Astrocyte,NL3
Rab6a,NA,NL3_A,Astrocyte,NL3
Rab21,NA,NL3_A,Astrocyte,NL3
Rab12,72,NL3_A,Astrocyte,NL3
Rab22a,18,NL3_A,Astrocyte,NL3
Rab23,73,NL3_A,Astrocyte,NL3
Rab24,NA,NL3_A,Astrocyte,NL3
Rab18,NA,NL3_A,Astrocyte,NL3
Htr2a,NA,NL3_A,Astrocyte,NL3
Grin2a,NA,NL3_A,Astrocyte,NL3
Grin1,NA,NL3_A,Astrocyte,NL3
Pdha1,NA,NL3_A,Astrocyte,NL3
KRT9,NA,NL3_A,Astrocyte,NL3
Canx,NA,NL3_A,Astrocyte,NL3
Ap1m1,NA,NL3_A,Astrocyte,NL3
Prdx1,NA,NL3_A,Astrocyte,NL3
Gpm6a,NA,NL3_A,Astrocyte,NL3
Gpm6b,NA,NL3_A,Astrocyte,NL3
Ptpn1,NA,NL3_A,Astrocyte,NL3
Ptprk,NA,NL3_A,Astrocyte,NL3
Ptpn12,NA,NL3_A,Astrocyte,NL3
KRT2,NA,NL3_A,Astrocyte,NL3
Kdr,NA,NL3_A,Astrocyte,NL3
Fmr1,NA,NL3_A,Astrocyte,NL3
Rpl12,NA,NL3_A,Astrocyte,NL3
Rpl18,NA,NL3_A,Astrocyte,NL3
Sar1a,NA,NL3_A,Astrocyte,NL3
Gnl1,79,NL3_A,Astrocyte,NL3
Ppm1b,NA,NL3_A,Astrocyte,NL3
Por,NA,NL3_A,Astrocyte,NL3
Hspa9,NA,NL3_A,Astrocyte,NL3
Cdh4,21,NL3_A,Astrocyte,NL3
Dnm1,NA,NL3_A,Astrocyte,NL3
Dnm2,46,NL3_A,Astrocyte,NL3
Grik2,NA,NL3_A,Astrocyte,NL3
Tjp1,NA,NL3_A,Astrocyte,NL3
Fyn,95,NL3_A,Astrocyte,NL3
Cap1,NA,NL3_A,Astrocyte,NL3
Tkt,NA,NL3_A,Astrocyte,NL3
Vps26a,NA,NL3_A,Astrocyte,NL3
Rpl28,NA,NL3_A,Astrocyte,NL3
Acsl1,NA,NL3_A,Astrocyte,NL3
Abca1,87,NL3_A,Astrocyte,NL3
Abca2,NA,NL3_A,Astrocyte,NL3
Csk,NA,NL3_A,Astrocyte,NL3
Matk,53,NL3_A,Astrocyte,NL3
Eci1,NA,NL3_A,Astrocyte,NL3
Septin2,NA,NL3_A,Astrocyte,NL3
Stat3,NA,NL3_A,Astrocyte,NL3
Stat5b,NA,NL3_A,Astrocyte,NL3
Pik3ca,NA,NL3_A,Astrocyte,NL3
Eps15,NA,NL3_A,Astrocyte,NL3
Pura,NA,NL3_A,Astrocyte,NL3
Lifr,36,NL3_A,Astrocyte,NL3
Htt,NA,NL3_A,Astrocyte,NL3
Cct8,NA,NL3_A,Astrocyte,NL3
Slc1a2,100,NL3_A,Astrocyte,NL3
Nodal,NA,NL3_A,Astrocyte,NL3
Msh2,NA,NL3_A,Astrocyte,NL3
Hist1h1e,NA,NL3_A,Astrocyte,NL3
Akr1b1,NA,NL3_A,Astrocyte,NL3
Akr1b8,NA,NL3_A,Astrocyte,NL3
Acadm,NA,NL3_A,Astrocyte,NL3
Rangap1,NA,NL3_A,Astrocyte,NL3
Sipa1,NA,NL3_A,Astrocyte,NL3
Syt1,NA,NL3_A,Astrocyte,NL3
Cdkn1b,NA,NL3_A,Astrocyte,NL3
Nsf,NA,NL3_A,Astrocyte,NL3
Vps4b,NA,NL3_A,Astrocyte,NL3
Psmc2,NA,NL3_A,Astrocyte,NL3
Rab11b,74,NL3_A,Astrocyte,NL3
Ina,NA,NL3_A,Astrocyte,NL3
Nf2,NA,NL3_A,Astrocyte,NL3
Adss2,NA,NL3_A,Astrocyte,NL3
Myo1b,NA,NL3_A,Astrocyte,NL3
Brcc3,NA,NL3_A,Astrocyte,NL3
Nedd4,NA,NL3_A,Astrocyte,NL3
Yap1,NA,NL3_A,Astrocyte,NL3
Stt3a,NA,NL3_A,Astrocyte,NL3
Cryz,NA,NL3_A,Astrocyte,NL3
Rph3a,NA,NL3_A,Astrocyte,NL3
Pla2g4a,77,NL3_A,Astrocyte,NL3
Aldh2,NA,NL3_A,Astrocyte,NL3
Grm8,NA,NL3_A,Astrocyte,NL3
Cnr1,NA,NL3_A,Astrocyte,NL3
Capza1,NA,NL3_A,Astrocyte,NL3
Capza2,NA,NL3_A,Astrocyte,NL3
Capzb,NA,NL3_A,Astrocyte,NL3
Srprb,18,NL3_A,Astrocyte,NL3
Map2k4,NA,NL3_A,Astrocyte,NL3
Gfpt1,NA,NL3_A,Astrocyte,NL3
Pfkm,NA,NL3_A,Astrocyte,NL3
Rpl6,90,NL3_A,Astrocyte,NL3
Rpl29,NA,NL3_A,Astrocyte,NL3
Crat,NA,NL3_A,Astrocyte,NL3
Crkl,NA,NL3_A,Astrocyte,NL3
Rpl5,NA,NL3_A,Astrocyte,NL3
Rpl13,NA,NL3_A,Astrocyte,NL3
Anxa5,NA,NL3_A,Astrocyte,NL3
Glrb,NA,NL3_A,Astrocyte,NL3
Epb41,NA,NL3_A,Astrocyte,NL3
Gad1,NA,NL3_A,Astrocyte,NL3
Gad2,NA,NL3_A,Astrocyte,NL3
Abcd1,NA,NL3_A,Astrocyte,NL3
Ppp3cb,NA,NL3_A,Astrocyte,NL3
Ppp3cc,57,NL3_A,Astrocyte,NL3
Kcnj6,NA,NL3_A,Astrocyte,NL3
Kcnj9,NA,NL3_A,Astrocyte,NL3
Lmna,NA,NL3_A,Astrocyte,NL3
Hspa4l,NA,NL3_A,Astrocyte,NL3
Cbr1,NA,NL3_A,Astrocyte,NL3
Gstm5,NA,NL3_A,Astrocyte,NL3
Slc25a4,NA,NL3_A,Astrocyte,NL3
Cit,NA,NL3_A,Astrocyte,NL3
Camlg,NA,NL3_A,Astrocyte,NL3
Hnrnpa1,NA,NL3_A,Astrocyte,NL3
Inpp1,NA,NL3_A,Astrocyte,NL3
Ppm1a,NA,NL3_A,Astrocyte,NL3
Pcyt1a,NA,NL3_A,Astrocyte,NL3
Cdk5,NA,NL3_A,Astrocyte,NL3
Bckdha,NA,NL3_A,Astrocyte,NL3
Ahcy,NA,NL3_A,Astrocyte,NL3
Gdi1,NA,NL3_A,Astrocyte,NL3
Atp6v1a,NA,NL3_A,Astrocyte,NL3
Atp6v1e1,NA,NL3_A,Astrocyte,NL3
Gabrb1,58,NL3_A,Astrocyte,NL3
Pa2g4,NA,NL3_A,Astrocyte,NL3
Dvl1,NA,NL3_A,Astrocyte,NL3
Rab7a,NA,NL3_A,Astrocyte,NL3
Ppox,13,NL3_A,Astrocyte,NL3
Rpl9,78,NL3_A,Astrocyte,NL3
Plcb3,NA,NL3_A,Astrocyte,NL3
Hsd17b4,NA,NL3_A,Astrocyte,NL3
Clcn3,66,NL3_A,Astrocyte,NL3
Adcy7,NA,NL3_A,Astrocyte,NL3
Adcy9,NA,NL3_A,Astrocyte,NL3
Hdgf,NA,NL3_A,Astrocyte,NL3
Atp6v0d1,NA,NL3_A,Astrocyte,NL3
Fabp7,NA,NL3_A,Astrocyte,NL3
Slc25a5,NA,NL3_A,Astrocyte,NL3
Slc1a1,NA,NL3_A,Astrocyte,NL3
Slc1a5,57,NL3_A,Astrocyte,NL3
Nek1,NA,NL3_A,Astrocyte,NL3
Kcnj12,NA,NL3_A,Astrocyte,NL3
Kcnj4,NA,NL3_A,Astrocyte,NL3
Tst,NA,NL3_A,Astrocyte,NL3
Jak1,16,NL3_A,Astrocyte,NL3
Usp10,NA,NL3_A,Astrocyte,NL3
Pkm,NA,NL3_A,Astrocyte,NL3
Ndufs6,NA,NL3_A,Astrocyte,NL3
Rida,67,NL3_A,Astrocyte,NL3
Efnb1,NA,NL3_A,Astrocyte,NL3
Efnb2,NA,NL3_A,Astrocyte,NL3
Tmem165,NA,NL3_A,Astrocyte,NL3
Epb41l4a,NA,NL3_A,Astrocyte,NL3
Dbt,NA,NL3_A,Astrocyte,NL3
Rabggtb,NA,NL3_A,Astrocyte,NL3
Fdft1,NA,NL3_A,Astrocyte,NL3
Pitpna,NA,NL3_A,Astrocyte,NL3
Pitpnb,NA,NL3_A,Astrocyte,NL3
Slc16a1,NA,NL3_A,Astrocyte,NL3
Rab2a,NA,NL3_A,Astrocyte,NL3
Anapc1,NA,NL3_A,Astrocyte,NL3
Idh2,NA,NL3_A,Astrocyte,NL3
Stom,NA,NL3_A,Astrocyte,NL3
Stmn1,NA,NL3_A,Astrocyte,NL3
Rad23b,NA,NL3_A,Astrocyte,NL3
Ephb3,NA,NL3_A,Astrocyte,NL3
Ephb2,NA,NL3_A,Astrocyte,NL3
Psmc4,NA,NL3_A,Astrocyte,NL3
Adsl,NA,NL3_A,Astrocyte,NL3
Ddx6,NA,NL3_A,Astrocyte,NL3
Ptpn5,NA,NL3_A,Astrocyte,NL3
Adprh,NA,NL3_A,Astrocyte,NL3
Slc12a2,84,NL3_A,Astrocyte,NL3
Ncan,NA,NL3_A,Astrocyte,NL3
Aqp4,NA,NL3_A,Astrocyte,NL3
Abcd3,NA,NL3_A,Astrocyte,NL3
Rab8a,NA,NL3_A,Astrocyte,NL3
Adk,NA,NL3_A,Astrocyte,NL3
Cdh11,34,NL3_A,Astrocyte,NL3
Golga3,NA,NL3_A,Astrocyte,NL3
Atp5mf,NA,NL3_A,Astrocyte,NL3
Arpp19,NA,NL3_A,Astrocyte,NL3
Rab4a,NA,NL3_A,Astrocyte,NL3
Nudt2,NA,NL3_A,Astrocyte,NL3
Atp5f1e,NA,NL3_A,Astrocyte,NL3
Dynlt3,NA,NL3_A,Astrocyte,NL3
Cox7b,NA,NL3_A,Astrocyte,NL3
Cyb5a,NA,NL3_A,Astrocyte,NL3
Usp5,NA,NL3_A,Astrocyte,NL3
Atp5f1b,NA,NL3_A,Astrocyte,NL3
Ctbp2,NA,NL3_A,Astrocyte,NL3
Slc1a3,100,NL3_A,Astrocyte,NL3
Maz,NA,NL3_A,Astrocyte,NL3
Wfs1,NA,NL3_A,Astrocyte,NL3
Fus,NA,NL3_A,Astrocyte,NL3
Evc,16,NL3_A,Astrocyte,NL3
Pcbp3,NA,NL3_A,Astrocyte,NL3
Pcbp4,NA,NL3_A,Astrocyte,NL3
Samsn1,NA,NL3_A,Astrocyte,NL3
Erp29,NA,NL3_A,Astrocyte,NL3
Eef1d,NA,NL3_A,Astrocyte,NL3
Actn4,NA,NL3_A,Astrocyte,NL3
Slc16a3,14,NL3_A,Astrocyte,NL3
Rasa2,NA,NL3_A,Astrocyte,NL3
Plscr4,33,NL3_A,Astrocyte,NL3
Eef2,NA,NL3_A,Astrocyte,NL3
Opa1,NA,NL3_A,Astrocyte,NL3
Ptpa,NA,NL3_A,Astrocyte,NL3
Kcnn2,55,NL3_A,Astrocyte,NL3
Kcnn3,76,NL3_A,Astrocyte,NL3
Strn4,NA,NL3_A,Astrocyte,NL3
Ctdsp1,26,NL3_A,Astrocyte,NL3
Btbd1,NA,NL3_A,Astrocyte,NL3
Tbc1d10a,79,NL3_A,Astrocyte,NL3
Tubgcp3,NA,NL3_A,Astrocyte,NL3
Tnks1bp1,NA,NL3_A,Astrocyte,NL3
Vps33b,NA,NL3_A,Astrocyte,NL3
Bcl2l13,NA,NL3_A,Astrocyte,NL3
Cpne2,NA,NL3_A,Astrocyte,NL3
Pcif1,NA,NL3_A,Astrocyte,NL3
Nphp4,NA,NL3_A,Astrocyte,NL3
Rab2b,63,NL3_A,Astrocyte,NL3
Arhgap39,NA,NL3_A,Astrocyte,NL3
Eif5,NA,NL3_A,Astrocyte,NL3
Ythdf1,NA,NL3_A,Astrocyte,NL3
Inpp5j,NA,NL3_A,Astrocyte,NL3
Fxyd7,NA,NL3_A,Astrocyte,NL3
Anks1a,NA,NL3_A,Astrocyte,NL3
Dock4,NA,NL3_A,Astrocyte,NL3
Sash1,NA,NL3_A,Astrocyte,NL3
Il1rapl1,NA,NL3_A,Astrocyte,NL3
Arpc4,NA,NL3_A,Astrocyte,NL3
Ruvbl1,NA,NL3_A,Astrocyte,NL3
Plp1,NA,NL3_A,Astrocyte,NL3
Pcbp1,NA,NL3_A,Astrocyte,NL3
Ppfia3,NA,NL3_A,Astrocyte,NL3
Pdxp,NA,NL3_A,Astrocyte,NL3
Nploc4,NA,NL3_A,Astrocyte,NL3
Actb,NA,NL3_A,Astrocyte,NL3
Mdga2,NA,NL3_A,Astrocyte,NL3
Nrgn,NA,NL3_A,Astrocyte,NL3
Rac3,NA,NL3_A,Astrocyte,NL3
Cdc42,NA,NL3_A,Astrocyte,NL3
Eif4a1,NA,NL3_A,Astrocyte,NL3
Lzts1,71,NL3_A,Astrocyte,NL3
Rps20,NA,NL3_A,Astrocyte,NL3
Snap25,NA,NL3_A,Astrocyte,NL3
Megf8,11,NL3_A,Astrocyte,NL3
Rab5b,NA,NL3_A,Astrocyte,NL3
Chp1,NA,NL3_A,Astrocyte,NL3
Rab10,NA,NL3_A,Astrocyte,NL3
Rab8b,NA,NL3_A,Astrocyte,NL3
Ube2d3,NA,NL3_A,Astrocyte,NL3
Ube2d1,NA,NL3_A,Astrocyte,NL3
Ube2m,NA,NL3_A,Astrocyte,NL3
Ube2n,NA,NL3_A,Astrocyte,NL3
Actr2,NA,NL3_A,Astrocyte,NL3
Actr1a,NA,NL3_A,Astrocyte,NL3
Arf3,99,NL3_A,Astrocyte,NL3
Arl1,NA,NL3_A,Astrocyte,NL3
Ca10,NA,NL3_A,Astrocyte,NL3
Abce1,NA,NL3_A,Astrocyte,NL3
Rap2b,87,NL3_A,Astrocyte,NL3
Rpl26,NA,NL3_A,Astrocyte,NL3
Stx1b,NA,NL3_A,Astrocyte,NL3
Psme3,NA,NL3_A,Astrocyte,NL3
Rab6b,NA,NL3_A,Astrocyte,NL3
Fgf12,NA,NL3_A,Astrocyte,NL3
Rpl27,NA,NL3_A,Astrocyte,NL3
Depdc5,NA,NL3_A,Astrocyte,NL3
Rpl37a,NA,NL3_A,Astrocyte,NL3
Sec61a1,NA,NL3_A,Astrocyte,NL3
Arf4,NA,NL3_A,Astrocyte,NL3
Lpar1,NA,NL3_A,Astrocyte,NL3
Cdk5r1,NA,NL3_A,Astrocyte,NL3
Abat,NA,NL3_A,Astrocyte,NL3
Copz1,NA,NL3_A,Astrocyte,NL3
Ufm1,NA,NL3_A,Astrocyte,NL3
Dcaf7,39,NL3_A,Astrocyte,NL3
Wdr5,NA,NL3_A,Astrocyte,NL3
Hnrnpk,NA,NL3_A,Astrocyte,NL3
Ywhag,NA,NL3_A,Astrocyte,NL3
Usp46,NA,NL3_A,Astrocyte,NL3
Rras2,NA,NL3_A,Astrocyte,NL3
Rps7,NA,NL3_A,Astrocyte,NL3
Ppp1ca,NA,NL3_A,Astrocyte,NL3
Ppp1cb,NA,NL3_A,Astrocyte,NL3
Psmc1,NA,NL3_A,Astrocyte,NL3
Psmc5,NA,NL3_A,Astrocyte,NL3
Rps8,NA,NL3_A,Astrocyte,NL3
Rps15a,NA,NL3_A,Astrocyte,NL3
Ywhae,NA,NL3_A,Astrocyte,NL3
Rps14,NA,NL3_A,Astrocyte,NL3
Rps23,89,NL3_A,Astrocyte,NL3
Rps29,NA,NL3_A,Astrocyte,NL3
Rps11,NA,NL3_A,Astrocyte,NL3
Snrpd1,NA,NL3_A,Astrocyte,NL3
Snrpd2,NA,NL3_A,Astrocyte,NL3
Snrpd3,NA,NL3_A,Astrocyte,NL3
Arf6,NA,NL3_A,Astrocyte,NL3
Psmc6,NA,NL3_A,Astrocyte,NL3
Kcnab2,NA,NL3_A,Astrocyte,NL3
Abi2,79,NL3_A,Astrocyte,NL3
Tsc22d1,NA,NL3_A,Astrocyte,NL3
Eef1a2,NA,NL3_A,Astrocyte,NL3
Rps4x,NA,NL3_A,Astrocyte,NL3
Ppp2cb,NA,NL3_A,Astrocyte,NL3
Rpl18a,88,NL3_A,Astrocyte,NL3
Ap2s1,NA,NL3_A,Astrocyte,NL3
Rhob,NA,NL3_A,Astrocyte,NL3
Rps6,91,NL3_A,Astrocyte,NL3
Vsnl1,NA,NL3_A,Astrocyte,NL3
H4c1,NA,NL3_A,Astrocyte,NL3
Gabra1,NA,NL3_A,Astrocyte,NL3
Atp6v1b2,NA,NL3_A,Astrocyte,NL3
Rab1A,NA,NL3_A,Astrocyte,NL3
Rab3c,NA,NL3_A,Astrocyte,NL3
Ran,NA,NL3_A,Astrocyte,NL3
Rpl23,NA,NL3_A,Astrocyte,NL3
Ube2d2,NA,NL3_A,Astrocyte,NL3
Rps24,NA,NL3_A,Astrocyte,NL3
Rps26,NA,NL3_A,Astrocyte,NL3
Gnb1,NA,NL3_A,Astrocyte,NL3
Gnb2,NA,NL3_A,Astrocyte,NL3
Gnb5,NA,NL3_A,Astrocyte,NL3
Rpl30,NA,NL3_A,Astrocyte,NL3
Cycs,NA,NL3_A,Astrocyte,NL3
Rps3,NA,NL3_A,Astrocyte,NL3
Rpl32,NA,NL3_A,Astrocyte,NL3
Rpl8,NA,NL3_A,Astrocyte,NL3
Pfn1,NA,NL3_A,Astrocyte,NL3
Rps27a,NA,NL3_A,Astrocyte,NL3
Tra2b,71,NL3_A,Astrocyte,NL3
Rac1,NA,NL3_A,Astrocyte,NL3
Pafah1b1,NA,NL3_A,Astrocyte,NL3
Rab3a,NA,NL3_A,Astrocyte,NL3
Hspa8,NA,NL3_A,Astrocyte,NL3
Vamp3,NA,NL3_A,Astrocyte,NL3
Tpt1,NA,NL3_A,Astrocyte,NL3
Mpc1,NA,NL3_A,Astrocyte,NL3
Cyth2,NA,NL3_A,Astrocyte,NL3
Dnaja1,NA,NL3_A,Astrocyte,NL3
Hspd1,NA,NL3_A,Astrocyte,NL3
Vamp2,NA,NL3_A,Astrocyte,NL3
Eif4e,NA,NL3_A,Astrocyte,NL3
Gabrb3,NA,NL3_A,Astrocyte,NL3
Atp6v0c,NA,NL3_A,Astrocyte,NL3
Mapk1,NA,NL3_A,Astrocyte,NL3
Ppp1cc,NA,NL3_A,Astrocyte,NL3
Gnas,NA,NL3_A,Astrocyte,NL3
Ywhaz,NA,NL3_A,Astrocyte,NL3
Slc7a10,77,NL3_A,Astrocyte,NL3
Gabrb2,NA,NL3_A,Astrocyte,NL3
Kcna2,NA,NL3_A,Astrocyte,NL3
Kcnab1,NA,NL3_A,Astrocyte,NL3
Crnkl1,NA,NL3_A,Astrocyte,NL3
Hmgb1,NA,NL3_A,Astrocyte,NL3
Dynll1,NA,NL3_A,Astrocyte,NL3
Eif5a,NA,NL3_A,Astrocyte,NL3
Kcnj3,NA,NL3_A,Astrocyte,NL3
Rps17,NA,NL3_A,Astrocyte,NL3
Ube2i,NA,NL3_A,Astrocyte,NL3
Selenow,NA,NL3_A,Astrocyte,NL3
Prkcg,NA,NL3_A,Astrocyte,NL3
Rala,NA,NL3_A,Astrocyte,NL3
Rps12,NA,NL3_A,Astrocyte,NL3
Rps10,NA,NL3_A,Astrocyte,NL3
Ppp3ca,NA,NL3_A,Astrocyte,NL3
Ppp2ca,NA,NL3_A,Astrocyte,NL3
Phb,NA,NL3_A,Astrocyte,NL3
Csnk2b,NA,NL3_A,Astrocyte,NL3
Rpl22,NA,NL3_A,Astrocyte,NL3
Rack1,NA,NL3_A,Astrocyte,NL3
Acta1,NA,NL3_A,Astrocyte,NL3
Prkacb,NA,NL3_A,Astrocyte,NL3
Ywhaq,NA,NL3_A,Astrocyte,NL3
Tuba4a,NA,NL3_A,Astrocyte,NL3
Tuba1a,NA,NL3_A,Astrocyte,NL3
Tubb4b,NA,NL3_A,Astrocyte,NL3
Prkcb,NA,NL3_A,Astrocyte,NL3
Ywhah,NA,NL3_A,Astrocyte,NL3
Ranbp9,NA,NL3_A,Astrocyte,NL3
Sbds,NA,NL3_A,Astrocyte,NL3
Hrh1,35,NL3_A,Astrocyte,NL3
Dlg3,NA,NL3_A,Astrocyte,NL3
Pip5k1a,NA,NL3_A,Astrocyte,NL3
Lrig1,62,NL3_A,Astrocyte,NL3
Lxn,NA,NL3_A,Astrocyte,NL3
Adcyap1r1,81,NL3_A,Astrocyte,NL3
Plxna1,NA,NL3_A,Astrocyte,NL3
Plxna3,NA,NL3_A,Astrocyte,NL3
Dcc,NA,NL3_A,Astrocyte,NL3
Chl1,NA,NL3_A,Astrocyte,NL3
Map2k6,NA,NL3_A,Astrocyte,NL3
Nfix,NA,NL3_A,Astrocyte,NL3
Pald1,NA,NL3_A,Astrocyte,NL3
Pfkfb2,NA,NL3_A,Astrocyte,NL3
Pkn1,NA,NL3_A,Astrocyte,NL3
Pdlim4,NA,NL3_A,Astrocyte,NL3
Vamp7,NA,NL3_A,Astrocyte,NL3
Hdac2,NA,NL3_A,Astrocyte,NL3
Mpp1,NA,NL3_A,Astrocyte,NL3
Pebp1,NA,NL3_A,Astrocyte,NL3
Stam,NA,NL3_A,Astrocyte,NL3
Stim1,NA,NL3_A,Astrocyte,NL3
Tial1,NA,NL3_A,Astrocyte,NL3
Hnrnph2,NA,NL3_A,Astrocyte,NL3
Rock1,NA,NL3_A,Astrocyte,NL3
Rock2,NA,NL3_A,Astrocyte,NL3
Smad1,NA,NL3_A,Astrocyte,NL3
Tank,NA,NL3_A,Astrocyte,NL3
Hint1,NA,NL3_A,Astrocyte,NL3
Elavl1,NA,NL3_A,Astrocyte,NL3
Fgf13,23,NL3_A,Astrocyte,NL3
Rasgrf2,NA,NL3_A,Astrocyte,NL3
Usp9x,NA,NL3_A,Astrocyte,NL3
Tp53bp1,NA,NL3_A,Astrocyte,NL3
Idh3g,NA,NL3_A,Astrocyte,NL3
Cdh10,14,NL3_A,Astrocyte,NL3
Slc8a1,NA,NL3_A,Astrocyte,NL3
Slc7a3,24,NL3_A,Astrocyte,NL3
Erbb2,NA,NL3_A,Astrocyte,NL3
Rit2,NA,NL3_A,Astrocyte,NL3
Evl,NA,NL3_A,Astrocyte,NL3
Slc9a3r1,99,NL3_A,Astrocyte,NL3
Stx4,39,NL3_A,Astrocyte,NL3
Pde7a,25,NL3_A,Astrocyte,NL3
Naca,NA,NL3_A,Astrocyte,NL3
Irf3,NA,NL3_A,Astrocyte,NL3
Casp3,NA,NL3_A,Astrocyte,NL3
Ctps1,NA,NL3_A,Astrocyte,NL3
Gaa,NA,NL3_A,Astrocyte,NL3
Atp8a1,NA,NL3_A,Astrocyte,NL3
Cct7,NA,NL3_A,Astrocyte,NL3
Cct2,NA,NL3_A,Astrocyte,NL3
Cct4,NA,NL3_A,Astrocyte,NL3
Cct5,NA,NL3_A,Astrocyte,NL3
Cct6a,NA,NL3_A,Astrocyte,NL3
Cct3,NA,NL3_A,Astrocyte,NL3
Stim2,NA,NL3_A,Astrocyte,NL3
Tnik,NA,NL3_A,Astrocyte,NL3
Wnk1,NA,NL3_A,Astrocyte,NL3
Rpl36a,NA,NL3_A,Astrocyte,NL3
Tubg1,51,NL3_A,Astrocyte,NL3
Arf5,NA,NL3_A,Astrocyte,NL3
Cplx2,NA,NL3_A,Astrocyte,NL3
Ap2m1,NA,NL3_A,Astrocyte,NL3
Rhog,NA,NL3_A,Astrocyte,NL3
Rpl19,NA,NL3_A,Astrocyte,NL3
Srsf3,NA,NL3_A,Astrocyte,NL3
NA,NA,NL3_A,Astrocyte,NL3
Adcy5,NA,NL3_A,Astrocyte,NL3
Cdh8,NA,NL3_A,Astrocyte,NL3
Nptn,NA,NL3_A,Astrocyte,NL3
Csrp1,NA,NL3_A,Astrocyte,NL3
Rps3a,NA,NL3_A,Astrocyte,NL3
Sms,NA,NL3_A,Astrocyte,NL3
Sephs2,NA,NL3_A,Astrocyte,NL3
Evi5,70,NL3_A,Astrocyte,NL3
Atp1b3,NA,NL3_A,Astrocyte,NL3
Psme1,NA,NL3_A,Astrocyte,NL3
G3bp2,NA,NL3_A,Astrocyte,NL3
Vps45,NA,NL3_A,Astrocyte,NL3
Arhgap5,NA,NL3_A,Astrocyte,NL3
Ica1,84,NL3_A,Astrocyte,NL3
Crmp1,NA,NL3_A,Astrocyte,NL3
Mprip,NA,NL3_A,Astrocyte,NL3
Kcnk2,NA,NL3_A,Astrocyte,NL3
Slc30a3,NA,NL3_A,Astrocyte,NL3
Fhl1,NA,NL3_A,Astrocyte,NL3
Smad4,NA,NL3_A,Astrocyte,NL3
Adcy8,83,NL3_A,Astrocyte,NL3
Rgs14,56,NL3_A,Astrocyte,NL3
Gclc,NA,NL3_A,Astrocyte,NL3
Adra1b,NA,NL3_A,Astrocyte,NL3
Cpt1a,NA,NL3_A,Astrocyte,NL3
Wbp2,NA,NL3_A,Astrocyte,NL3
Thumpd3,NA,NL3_A,Astrocyte,NL3
Grm1,NA,NL3_A,Astrocyte,NL3
Gfra1,2,NL3_A,Astrocyte,NL3
Xrn1,NA,NL3_A,Astrocyte,NL3
Cxadr,NA,NL3_A,Astrocyte,NL3
Alk,NA,NL3_A,Astrocyte,NL3
Sirpa,NA,NL3_A,Astrocyte,NL3
Neo1,NA,NL3_A,Astrocyte,NL3
Fh,NA,NL3_A,Astrocyte,NL3
Pld2,89,NL3_A,Astrocyte,NL3
Pla2g6,NA,NL3_A,Astrocyte,NL3
Map4k4,NA,NL3_A,Astrocyte,NL3
G3bp1,NA,NL3_A,Astrocyte,NL3
Nfib,NA,NL3_A,Astrocyte,NL3
Rbbp6,NA,NL3_A,Astrocyte,NL3
Dab2,NA,NL3_A,Astrocyte,NL3
Apba2,NA,NL3_A,Astrocyte,NL3
Cds1,NA,NL3_A,Astrocyte,NL3
Gnpat,6,NL3_A,Astrocyte,NL3
Atp8a2,NA,NL3_A,Astrocyte,NL3
Arvcf,46,NL3_A,Astrocyte,NL3
Tubb5,NA,NL3_A,Astrocyte,NL3
Prdx5,NA,NL3_A,Astrocyte,NL3
Stx2,65,NL3_A,Astrocyte,NL3
Il6st,NA,NL3_A,Astrocyte,NL3
G6pdx,NA,NL3_A,Astrocyte,NL3
Hnrnpul2,NA,NL3_A,Astrocyte,NL3
Pde1b,NA,NL3_A,Astrocyte,NL3
Grin2b,NA,NL3_A,Astrocyte,NL3
Egfr,98,NL3_A,Astrocyte,NL3
Adra2a,NA,NL3_A,Astrocyte,NL3
Adcy6,1,NL3_A,Astrocyte,NL3
Sec23a,NA,NL3_A,Astrocyte,NL3
Cacna1c,NA,NL3_A,Astrocyte,NL3
Vcp,NA,NL3_A,Astrocyte,NL3
Uba1,NA,NL3_A,Astrocyte,NL3
Ctnnb1,NA,NL3_A,Astrocyte,NL3
Jup,NA,NL3_A,Astrocyte,NL3
Sos2,NA,NL3_A,Astrocyte,NL3
