GeneSymbol,FC,pval,BioID,cell
Adcyap1r1,2.516094,0.003074661,NL2,Astrocyte
Plxna1,1.575816,0.04925919,NL2,Astrocyte
Map2k6,4.061269,0.002111918,NL2,Astrocyte
Nfix,-6.76362,0.02278078,NL2,Astrocyte
Pkn1,-3.02819,0.004951407,NL2,Astrocyte
Pdlim4,-1.676686,0.06933547,NL2,Astrocyte
Hdac2,2.061635,0.1233484,NL2,Astrocyte
Mpp1,-6.299788,0.0161062,NL2,Astrocyte
Pebp1,2.066423,0.00686077,NL2,Astrocyte
Stam,1.065514,0.9437276,NL2,Astrocyte
Stim1,-4.194237,0.0004499301,NL2,Astrocyte
Nos3,1.729682,0.03823473,NL2,Astrocyte
Tial1,4.138041,0.03480368,NL2,Astrocyte
Hnrnph2,1.176403,0.6781864,NL2,Astrocyte
Rock2,-2.114649,0.1161191,NL2,Astrocyte
Tank,-1.732687,0.03481406,NL2,Astrocyte
Hint1,1.685821,0.008376524,NL2,Astrocyte
Elavl1,1.835842,0.03198742,NL2,Astrocyte
Usp9x,-1.100888,0.5022753,NL2,Astrocyte
Tp53bp1,1.114442,0.8642475,NL2,Astrocyte
Slc8a1,2.615881,0.01546686,NL2,Astrocyte
Evl,2.301424,0.08512863,NL2,Astrocyte
Slc9a3r1,-1.083522,0.6086398,NL2,Astrocyte
Naca,-2.967433,0.1792879,NL2,Astrocyte
Irf3,-2.845703,0.07660651,NL2,Astrocyte
Casp3,-1.693467,0.08909977,NL2,Astrocyte
Ctps1,1.941433,0.08244125,NL2,Astrocyte
Gaa,1.276759,0.5724798,NL2,Astrocyte
Atp8a1,1.956068,0.01184366,NL2,Astrocyte
Cct7,1.684619,0.005617675,NL2,Astrocyte
Cct2,-1.084162,0.08732755,NL2,Astrocyte
Cct4,2.524912,0.009321376,NL2,Astrocyte
Cct5,-1.218242,0.1240492,NL2,Astrocyte
Cct6a,1.509919,0.001184721,NL2,Astrocyte
Cct3,1.011556,0.9565015,NL2,Astrocyte
Tnik,-1.335035,0.006537202,NL2,Astrocyte
Wnk1,1.27886,0.1169964,NL2,Astrocyte
Rpl36a,-1.573531,0.3011429,NL2,Astrocyte
Eloc,2.381436,0.006536352,NL2,Astrocyte
Arf5,1.842888,0.002096813,NL2,Astrocyte
Cplx2,-1.366663,0.3940871,NL2,Astrocyte
Ap2m1,1.779384,0.003934963,NL2,Astrocyte
Rhog,2.567289,0.01406706,NL2,Astrocyte
Adcy5,1.543171,0.3199297,NL2,Astrocyte
Nptn,1.953187,0.0002801616,NL2,Astrocyte
Csrp1,-1.270997,0.1067775,NL2,Astrocyte
Rps3a,-5.071941,0.009717799,NL2,Astrocyte
Sephs2,-4.63913,0.02086375,NL2,Astrocyte
Atp1b3,1.957481,0.01063231,NL2,Astrocyte
G3bp2,-4.617158,0.01406677,NL2,Astrocyte
Vps45,-2.419085,0.03400561,NL2,Astrocyte
Arhgap5,-1.565585,0.008951858,NL2,Astrocyte
Crmp1,2.31152,0.02375009,NL2,Astrocyte
Mprip,-1.353066,0.09023908,NL2,Astrocyte
Kcnk2,-2.147089,0.2602263,NL2,Astrocyte
Slc30a3,2.486895,0.01510141,NL2,Astrocyte
Fhl1,-1.790711,0.0003910311,NL2,Astrocyte
Gclc,-2.799603,0.1328142,NL2,Astrocyte
Cpt1a,-2.082521,0.003595099,NL2,Astrocyte
Wbp2,3.640274,0.006077555,NL2,Astrocyte
Thumpd3,2.323197,0.00859536,NL2,Astrocyte
Grm1,1.320512,0.919258,NL2,Astrocyte
Xrn1,-8.146094,0.02653437,NL2,Astrocyte
Sirpa,-1.513563,0.04959176,NL2,Astrocyte
Neo1,-1.43422,0.1473184,NL2,Astrocyte
Fh,2.56726,0.07987144,NL2,Astrocyte
Pld2,1.327038,0.3295358,NL2,Astrocyte
Map4k4,-1.179047,0.2995502,NL2,Astrocyte
G3bp1,-6.833053,0.01759059,NL2,Astrocyte
Nfib,-5.723824,0.05873861,NL2,Astrocyte
Dab2,-9.994659,0.004507542,NL2,Astrocyte
Apba2,-3.682398,0.02469693,NL2,Astrocyte
Cds1,-1.684063,0.2991363,NL2,Astrocyte
Tubb5,2.141493,0.00597043,NL2,Astrocyte
Prdx5,3.457327,0.0001154361,NL2,Astrocyte
Stx2,4.635764,0.003251488,NL2,Astrocyte
Il6st,2.077325,0.0524696,NL2,Astrocyte
G6pdx,-3.556839,0.006330705,NL2,Astrocyte
Hnrnpul2,1.196535,0.6466589,NL2,Astrocyte
Pde1b,-1.825368,0.01553579,NL2,Astrocyte
Grin2b,-1.031445,0.9315362,NL2,Astrocyte
Egfr,1.114861,0.4653989,NL2,Astrocyte
Sec23a,1.881101,0.006129485,NL2,Astrocyte
Nme2,-9.279127,0.03398965,NL2,Astrocyte
Vcp,-1.888595,0.005541603,NL2,Astrocyte
Uba1,1.382141,0.0844755,NL2,Astrocyte
Ctnnb1,1.523108,0.006248507,NL2,Astrocyte
Jup,1.676919,0.1475756,NL2,Astrocyte
Sos2,-3.326191,0.005835658,NL2,Astrocyte
Nfia,-1.383642,0.05852218,NL2,Astrocyte
Epha4,1.843694,0.01121178,NL2,Astrocyte
Mark3,1.112591,0.3801194,NL2,Astrocyte
Enah,-1.138705,0.4642805,NL2,Astrocyte
Atp5f1a,2.379923,0.0009171076,NL2,Astrocyte
Eif2ak2,-2.118724,0.1973648,NL2,Astrocyte
Ckb,1.33096,0.06484005,NL2,Astrocyte
Nf1,1.36067,0.02250797,NL2,Astrocyte
KRT17,1.341205,0.4281564,NL2,Astrocyte
Yes1,2.055873,0.03380692,NL2,Astrocyte
Mark2,2.132063,0.109662,NL2,Astrocyte
Fabp5,-3.383725,0.0684665,NL2,Astrocyte
Pc,6.018505,0.001554644,NL2,Astrocyte
Eif5b,-4.642787,0.1110371,NL2,Astrocyte
Cab39,-1.226985,0.3974631,NL2,Astrocyte
Bax,3.691963,0.02577189,NL2,Astrocyte
Dmwd,2.859496,0.113578,NL2,Astrocyte
Calb2,-1.81805,0.2593315,NL2,Astrocyte
Kcnma1,-1.177676,0.4369769,NL2,Astrocyte
Eps8,-1.085683,0.5428782,NL2,Astrocyte
Padi2,-2.545504,0.003296392,NL2,Astrocyte
Inf2,-1.912062,0.2608328,NL2,Astrocyte
Trio,-1.018922,0.8160371,NL2,Astrocyte
Vps8,-4.991971,0.05613332,NL2,Astrocyte
Itgb8,1.521288,0.4375413,NL2,Astrocyte
Tanc1,1.20275,0.5872249,NL2,Astrocyte
Npepps,2.184329,0.01017281,NL2,Astrocyte
Pepd,-5.324286,0.047437,NL2,Astrocyte
Relch,1.20553,0.4273173,NL2,Astrocyte
Gspt2,-2.115084,0.1547481,NL2,Astrocyte
Grm2,2.372954,0.01813039,NL2,Astrocyte
Fam171b,-2.207854,0.009465407,NL2,Astrocyte
Phactr1,-2.800916,0.1209858,NL2,Astrocyte
Gsk3a,1.987796,0.02637426,NL2,Astrocyte
Psd3,1.30442,0.08301421,NL2,Astrocyte
Hsdl2,1.135993,0.4950742,NL2,Astrocyte
Msto1,-2.47319,0.02009733,NL2,Astrocyte
Slc39a7,4.453482,0.03397639,NL2,Astrocyte
Cnnm3,1.306565,0.5428213,NL2,Astrocyte
Osbp,1.145018,0.08158573,NL2,Astrocyte
Marchf5,2.336559,0.009243701,NL2,Astrocyte
Prex2,-2.005845,0.001570976,NL2,Astrocyte
Patl1,-9.33753,0.01464256,NL2,Astrocyte
Hs1bp3,-1.174213,0.1468047,NL2,Astrocyte
Cul4a,-1.972958,0.2345678,NL2,Astrocyte
Abraxas2,-1.233766,0.4470065,NL2,Astrocyte
Hp1bp3,-1.11512,0.6744955,NL2,Astrocyte
Iqsec3,1.25901,0.8309041,NL2,Astrocyte
Lpcat1,-1.56535,0.1394293,NL2,Astrocyte
Gmps,-1.008119,0.8806739,NL2,Astrocyte
Mat2a,5.297434,0.01209686,NL2,Astrocyte
Ric8a,-1.034767,0.8207124,NL2,Astrocyte
Zc3h15,1.709467,0.1205186,NL2,Astrocyte
Smarca4,1.18641,0.5642814,NL2,Astrocyte
Prrc2c,-2.416825,0.0006662966,NL2,Astrocyte
Trappc10,-2.47297,0.09141617,NL2,Astrocyte
Scrn3,-5.94116,0.04376603,NL2,Astrocyte
Tmem38a,1.928392,0.02399122,NL2,Astrocyte
Micall2,-1.655534,0.2657128,NL2,Astrocyte
Yeats2,1.682421,0.05200649,NL2,Astrocyte
Pbxip1,-2.606734,0.02606483,NL2,Astrocyte
Pip4p1,1.578122,0.3703431,NL2,Astrocyte
Psmd1,-1.688916,0.006565972,NL2,Astrocyte
Slc17a7,2.164023,0.001250964,NL2,Astrocyte
Aifm3,2.778994,0.01564729,NL2,Astrocyte
Lmtk2,-1.194931,0.4673582,NL2,Astrocyte
Esyt2,1.122833,0.9761589,NL2,Astrocyte
Trappc9,-1.150807,0.3679773,NL2,Astrocyte
Khsrp,-5.981641,0.002258578,NL2,Astrocyte
Pag1,2.08783,0.001426147,NL2,Astrocyte
Ddb1,1.948982,0.1541422,NL2,Astrocyte
Dennd1b,-1.0142,0.830726,NL2,Astrocyte
Sec24a,1.005195,0.9279237,NL2,Astrocyte
Ctu2,-5.838344,0.003731681,NL2,Astrocyte
Hectd3,1.084733,0.7880886,NL2,Astrocyte
Lbr,-2.136103,0.09849994,NL2,Astrocyte
Ttll12,-1.53758,0.4040154,NL2,Astrocyte
Wdr41,2.27608,0.04503834,NL2,Astrocyte
KIAA0930,-3.013974,0.1491874,NL2,Astrocyte
Puf60,-2.904913,0.02541593,NL2,Astrocyte
Arfgef3,1.031042,0.5175774,NL2,Astrocyte
Dip2b,1.206742,0.2149936,NL2,Astrocyte
Wnk2,-1.379744,0.1204087,NL2,Astrocyte
Limch1,-1.882539,0.03196946,NL2,Astrocyte
Plxnd1,2.840423,0.00680679,NL2,Astrocyte
Nt5dc3,1.153024,0.817024,NL2,Astrocyte
Adgrb1,-1.66935,0.03450415,NL2,Astrocyte
Snx27,2.488586,0.002451509,NL2,Astrocyte
Agap2,-1.89885,0.1416034,NL2,Astrocyte
Pitpnm3,-2.657372,0.1706934,NL2,Astrocyte
Aak1,-1.247318,0.008903697,NL2,Astrocyte
Slc2a13,1.692141,0.06557719,NL2,Astrocyte
Tenm4,2.479812,0.01364879,NL2,Astrocyte
Camkv,1.548108,0.147799,NL2,Astrocyte
Dop1b,1.898748,0.1200764,NL2,Astrocyte
Pdap1,-1.393621,0.1037814,NL2,Astrocyte
Arhgap17,6.715855,0.004704548,NL2,Astrocyte
Mylk3,-2.2963,0.2519324,NL2,Astrocyte
Edc4,-1.824045,0.08612974,NL2,Astrocyte
Usp19,-1.631293,0.003786635,NL2,Astrocyte
Cfap418,-12.42923,0.002672635,NL2,Astrocyte
Rmdn3,2.74352,0.02935474,NL2,Astrocyte
Smu1,1.327139,0.1236688,NL2,Astrocyte
Mccc2,4.93306,0.01025289,NL2,Astrocyte
Smcr8,-2.471398,0.007646725,NL2,Astrocyte
Washc4,1.98845,0.09155749,NL2,Astrocyte
Ankrd27,1.302676,0.3217412,NL2,Astrocyte
Mcu,1.522595,0.00576557,NL2,Astrocyte
Ppp1r12c,-4.626079,0.04295561,NL2,Astrocyte
Usp30,1.081331,0.9484257,NL2,Astrocyte
Gprin1,-2.344422,0.1233551,NL2,Astrocyte
Cryzl2,1.772681,0.08548746,NL2,Astrocyte
Prrc1,-1.446968,0.1034645,NL2,Astrocyte
Sec31a,-2.152638,0.0003985986,NL2,Astrocyte
Fcho2,1.06353,0.8071033,NL2,Astrocyte
Kctd21,-2.619991,0.1126511,NL2,Astrocyte
Fchsd2,-2.855374,0.01512726,NL2,Astrocyte
Sorbs2,-2.063863,0.06965554,NL2,Astrocyte
Cdc42bpa,-1.236709,0.2398841,NL2,Astrocyte
Tbc1d24,2.211264,0.0001105408,NL2,Astrocyte
Them4,1.48243,0.1840125,NL2,Astrocyte
Pgap1,-1.121824,0.598498,NL2,Astrocyte
Fam91a1,-3.48327,0.1270588,NL2,Astrocyte
Vps51,2.073356,0.004477259,NL2,Astrocyte
Slc30a10,5.075802,0.05635063,NL2,Astrocyte
Grm5,1.286348,0.08995004,NL2,Astrocyte
Ccdc160,13.09758,0.03844719,NL2,Astrocyte
Rgl3,-10.29926,0.01045478,NL2,Astrocyte
Nt5c2,-5.518779,0.002222811,NL2,Astrocyte
Pacs2,1.567656,0.06573928,NL2,Astrocyte
Krt35,2.733547,0.005938295,NL2,Astrocyte
Shank3,-1.12627,0.5961453,NL2,Astrocyte
Abl2,1.300319,0.06420639,NL2,Astrocyte
Oxr1,1.001977,0.9114316,NL2,Astrocyte
Unc13a,2.943674,0.007352063,NL2,Astrocyte
Arap1,1.361046,0.2773673,NL2,Astrocyte
Trp53i11,-1.008859,0.9691334,NL2,Astrocyte
Cdv3,-7.113388,0.02683006,NL2,Astrocyte
Tapt1,2.696702,0.0008134399,NL2,Astrocyte
Phactr4,-1.386767,0.07405549,NL2,Astrocyte
Ankrd28,2.800795,0.005837917,NL2,Astrocyte
Spire1,-1.491104,0.07431683,NL2,Astrocyte
Ddx46,-1.456235,0.01176256,NL2,Astrocyte
Thrap3,-6.259277,0.01851805,NL2,Astrocyte
Scn2b,2.349953,0.01731427,NL2,Astrocyte
Spag9,-2.235762,0.0330134,NL2,Astrocyte
Stxbp5l,2.268289,0.00336701,NL2,Astrocyte
Slc4a10,-2.178164,0.07322038,NL2,Astrocyte
Psd,3.218808,0.007302848,NL2,Astrocyte
Jcad,-2.38476,0.09870994,NL2,Astrocyte
Kctd16,2.418809,0.04825065,NL2,Astrocyte
Iqsec2,1.914078,0.05716314,NL2,Astrocyte
Prkaa1,-3.544488,0.00519322,NL2,Astrocyte
Nufip2,1.251996,0.1163854,NL2,Astrocyte
Slc39a12,2.015451,0.01366995,NL2,Astrocyte
Arhgap1,-1.757733,0.02531343,NL2,Astrocyte
Xkr4,2.074541,0.0003520846,NL2,Astrocyte
Vps13a,1.891626,0.009916515,NL2,Astrocyte
Slc25a51,-1.063074,0.5211493,NL2,Astrocyte
Cnrip1,1.716946,0.002696833,NL2,Astrocyte
Sdr39u1,2.580965,0.02846496,NL2,Astrocyte
Diras2,1.596144,0.004056499,NL2,Astrocyte
Heatr5a,1.135579,0.6858342,NL2,Astrocyte
Osbp2,2.264787,0.03960757,NL2,Astrocyte
Ccdc88a,-1.419452,0.09320847,NL2,Astrocyte
Eml6,1.534034,0.12457,NL2,Astrocyte
Cyfip2,1.88269,0.007461998,NL2,Astrocyte
Tom1l2,-1.159937,0.0348834,NL2,Astrocyte
Zzef1,-1.330679,0.4936955,NL2,Astrocyte
Abr,-1.149658,0.2147094,NL2,Astrocyte
Tns3,-1.062736,0.6961655,NL2,Astrocyte
Ankrd40,-3.687483,0.1189425,NL2,Astrocyte
Pfas,-2.2143,0.2089983,NL2,Astrocyte
Synrg,-5.451009,0.02007456,NL2,Astrocyte
Rap1gap2,1.906213,0.07768803,NL2,Astrocyte
Tbc1d9b,-4.051717,0.008809718,NL2,Astrocyte
Cluh,1.661682,0.1164161,NL2,Astrocyte
Acaca,5.187656,0.001786745,NL2,Astrocyte
Wwc1,-1.562909,0.1138041,NL2,Astrocyte
Specc1,-1.042732,0.6973706,NL2,Astrocyte
Kiaa0100,-2.690926,0.07222409,NL2,Astrocyte
Rabl6,-2.521975,0.1077293,NL2,Astrocyte
Dnajc11,1.973004,0.000273722,NL2,Astrocyte
Hykk,5.083882,0.01559684,NL2,Astrocyte
Fam169a,-5.13335,0.05163557,NL2,Astrocyte
Acbd5,-2.014118,0.006781409,NL2,Astrocyte
Arcn1,1.281947,0.1951919,NL2,Astrocyte
Ogdh,2.202157,0.01158878,NL2,Astrocyte
Cttn,-2.122433,0.009484561,NL2,Astrocyte
Myl6,2.329035,0.07375472,NL2,Astrocyte
Icam5,3.401446,0.008075311,NL2,Astrocyte
Epha5,8.38072,0.001392813,NL2,Astrocyte
Flot2,-1.244843,0.2055288,NL2,Astrocyte
Hnrnpd,1.320178,0.003683152,NL2,Astrocyte
Ppp5c,4.232293,0.171463,NL2,Astrocyte
Chuk,-1.566759,0.009622929,NL2,Astrocyte
Slc27a1,1.766339,0.002438187,NL2,Astrocyte
Slc30a1,-1.159197,0.360486,NL2,Astrocyte
Khdrbs1,-1.005613,0.8666631,NL2,Astrocyte
Stxbp3,1.068126,0.8805259,NL2,Astrocyte
Cldn11,1.347637,0.4812259,NL2,Astrocyte
Gas7,1.666226,0.002670875,NL2,Astrocyte
Rasa3,-1.491698,0.03428006,NL2,Astrocyte
Mertk,1.644136,0.05150791,NL2,Astrocyte
Akt2,-1.665328,0.004986034,NL2,Astrocyte
Ppp1r1b,-1.395551,0.1269729,NL2,Astrocyte
Serpinb6,1.669478,0.07730682,NL2,Astrocyte
Stip1,-1.285305,0.1782059,NL2,Astrocyte
Caprin1,-2.270404,0.1482048,NL2,Astrocyte
Reep5,1.151666,0.5643266,NL2,Astrocyte
Arhgef2,-2.273969,0.06160723,NL2,Astrocyte
Elavl2,-1.172527,0.4865007,NL2,Astrocyte
Elavl3,-3.366402,0.003065701,NL2,Astrocyte
Eps15l1,-2.212592,0.003934933,NL2,Astrocyte
Vdac2,1.877872,0.06333929,NL2,Astrocyte
Vdac3,2.197581,0.06209337,NL2,Astrocyte
Vdac1,1.956772,0.005940349,NL2,Astrocyte
Kpna1,1.322022,0.7411339,NL2,Astrocyte
Papss1,-2.407961,0.03016197,NL2,Astrocyte
Ppp2r5c,-2.72619,0.0004229586,NL2,Astrocyte
Asns,1.57878,0.1077923,NL2,Astrocyte
Tmpo,-6.131497,0.02150461,NL2,Astrocyte
Hars1,-7.086946,0.007425578,NL2,Astrocyte
Dvl3,-1.198006,0.4646243,NL2,Astrocyte
Ppm1g,1.278322,0.2030265,NL2,Astrocyte
Cdc37,-2.326826,0.02365314,NL2,Astrocyte
Abcb7,2.503255,0.005736073,NL2,Astrocyte
Gbp4,-3.261562,0.2064828,NL2,Astrocyte
Shc3,-1.243065,0.3630597,NL2,Astrocyte
Astn1,-2.499765,0.1900894,NL2,Astrocyte
Mapre1,-2.846599,0.01157782,NL2,Astrocyte
Prdx2,2.500645,0.003151967,NL2,Astrocyte
Hcfc1,-3.213383,0.001973965,NL2,Astrocyte
Rgl2,1.947612,0.06902294,NL2,Astrocyte
Pik3c2a,-1.470346,0.04569937,NL2,Astrocyte
Pafah1b2,2.485497,0.005501054,NL2,Astrocyte
Arhgef1,4.885968,0.01280628,NL2,Astrocyte
Nell2,2.678589,0.1883115,NL2,Astrocyte
Snta1,1.640516,0.05046868,NL2,Astrocyte
Igbp1,-1.62955,0.07270311,NL2,Astrocyte
Soat1,1.750603,0.4864022,NL2,Astrocyte
Abcd2,-3.657736,0.0004005648,NL2,Astrocyte
Ctnna2,1.135207,0.3920423,NL2,Astrocyte
Hspa4,1.408944,0.01438424,NL2,Astrocyte
Bcan,1.024564,0.8205706,NL2,Astrocyte
Hras,3.106345,0.01529007,NL2,Astrocyte
Hadh,2.118458,0.004570179,NL2,Astrocyte
Pde1a,4.651795,0.003269673,NL2,Astrocyte
Alcam,1.244168,0.3371057,NL2,Astrocyte
Trim25,-1.717643,0.07323055,NL2,Astrocyte
Snap91,-1.522185,0.2269351,NL2,Astrocyte
Fscn1,2.005419,0.002024438,NL2,Astrocyte
Fxr1,-2.580152,0.004890366,NL2,Astrocyte
Gpam,-1.775418,0.3179499,NL2,Astrocyte
Ktn1,-1.205874,0.3649391,NL2,Astrocyte
Gdi2,1.61884,0.006517063,NL2,Astrocyte
Slc20a1,2.319288,0.05536471,NL2,Astrocyte
Grid2,2.98846,0.01176015,NL2,Astrocyte
Grid1,2.292054,0.1433671,NL2,Astrocyte
Ddx19a,-1.374617,0.09464102,NL2,Astrocyte
Ddx5,-1.945544,0.00446667,NL2,Astrocyte
Hsph1,1.563869,0.02895336,NL2,Astrocyte
Elavl4,1.33987,0.1191486,NL2,Astrocyte
Mrps31,-3.178279,0.02050225,NL2,Astrocyte
Cd47,-1.099747,0.3515349,NL2,Astrocyte
Itga6,-2.875098,0.1781303,NL2,Astrocyte
Phgdh,1.210222,0.02042502,NL2,Astrocyte
Kif5b,3.871173,0.007229569,NL2,Astrocyte
Lasp1,-1.167254,0.06923314,NL2,Astrocyte
Mapk10,1.737493,0.02090101,NL2,Astrocyte
Myh10,1.160375,0.4075908,NL2,Astrocyte
Mog,2.828481,0.01589879,NL2,Astrocyte
Npm1,-1.481347,0.011828,NL2,Astrocyte
Nnt,4.082487,0.009535599,NL2,Astrocyte
Pcbp2,1.184743,0.04487689,NL2,Astrocyte
Pea15,-5.236367,0.03241012,NL2,Astrocyte
Plcg1,-1.753714,0.02486063,NL2,Astrocyte
Ddx3y,-5.891947,0.0288121,NL2,Astrocyte
Prkd1,-4.481891,0.03896562,NL2,Astrocyte
Dlg4,1.9086,0.01306132,NL2,Astrocyte
Dag1,2.280749,0.02051026,NL2,Astrocyte
Ddx3x,-2.270286,0.001381223,NL2,Astrocyte
Ssr4,1.762707,0.06181656,NL2,Astrocyte
Dpysl3,3.823256,0.0007898282,NL2,Astrocyte
Sptbn1,1.366522,0.04408489,NL2,Astrocyte
Syp,2.565727,0.01342414,NL2,Astrocyte
Tgoln1,1.158273,0.8324769,NL2,Astrocyte
Trim28,1.390046,0.5346077,NL2,Astrocyte
Tfrc,2.361221,0.002986332,NL2,Astrocyte
Irak1,-2.383334,0.02413142,NL2,Astrocyte
Sorbs1,-1.441654,0.1093013,NL2,Astrocyte
Dbnl,-3.469169,0.0002063494,NL2,Astrocyte
Sh3gl1,6.729083,0.0018295,NL2,Astrocyte
Sh3gl2,-2.9263,0.1546473,NL2,Astrocyte
Ndufa4,2.164143,0.01928739,NL2,Astrocyte
Cstb,-1.334063,0.3593365,NL2,Astrocyte
Smad2,2.644306,0.002307458,NL2,Astrocyte
Fkbp3,-3.913427,0.0001426092,NL2,Astrocyte
Eif4g2,-2.501291,0.001351304,NL2,Astrocyte
Vat1,-2.177281,0.2477917,NL2,Astrocyte
Zyx,-1.798805,0.001664214,NL2,Astrocyte
Rab34,8.78916,0.002345266,NL2,Astrocyte
Raly,-1.043294,0.7354476,NL2,Astrocyte
Hepacam,1.644909,0.1242791,NL2,Astrocyte
Spr,-1.746549,0.05959742,NL2,Astrocyte
Maoa,1.470144,0.05808609,NL2,Astrocyte
Agtpbp1,1.328501,0.402126,NL2,Astrocyte
Actr3b,1.383681,0.135611,NL2,Astrocyte
Sf1,1.576607,0.1029403,NL2,Astrocyte
Surf4,2.223707,0.001864663,NL2,Astrocyte
Myo6,-2.273228,0.009855899,NL2,Astrocyte
Syn2,2.270058,0.02540883,NL2,Astrocyte
Sqstm1,-4.036712,0.004136115,NL2,Astrocyte
Aktip,-2.183675,0.2188527,NL2,Astrocyte
Ca4,1.716447,0.05911034,NL2,Astrocyte
Ptprj,1.222787,0.5984149,NL2,Astrocyte
Ptprd,-1.03298,0.7356504,NL2,Astrocyte
Top2b,-3.622296,0.01671676,NL2,Astrocyte
Ptpn13,-3.044446,0.0005691277,NL2,Astrocyte
Tpp2,1.872058,0.02205496,NL2,Astrocyte
Gk,-1.157353,0.5347954,NL2,Astrocyte
Gpd2,1.151909,0.02861671,NL2,Astrocyte
Ugt8,2.638071,0.005908178,NL2,Astrocyte
Vcl,-4.491243,0.0001261597,NL2,Astrocyte
Cr1l,-1.196385,0.2704639,NL2,Astrocyte
Gart,-2.137714,0.002412186,NL2,Astrocyte
Eif3j2,-7.278735,0.001552879,NL2,Astrocyte
Map3k10,-1.106697,0.5435778,NL2,Astrocyte
Slc13a5,2.956001,0.009809471,NL2,Astrocyte
Grm7,3.261422,0.002097571,NL2,Astrocyte
Tent4b,6.773264,0.001463224,NL2,Astrocyte
Crtc1,-2.171799,0.2711004,NL2,Astrocyte
Begain,-1.464367,0.398264,NL2,Astrocyte
Cltc,2.139731,0.02823569,NL2,Astrocyte
Git1,1.535079,0.1770792,NL2,Astrocyte
Ahcyl2,-1.076199,0.2308224,NL2,Astrocyte
Mars1,-2.683404,0.02205056,NL2,Astrocyte
Elfn2,-2.749385,0.1575455,NL2,Astrocyte
Peak1,1.795476,0.9624712,NL2,Astrocyte
Prex1,-1.409876,0.1713202,NL2,Astrocyte
Nlgn2,196.1097,2.635714e-05,NL2,Astrocyte
Fgd6,-3.297742,0.03703392,NL2,Astrocyte
Hbs1l,-1.513712,0.1331232,NL2,Astrocyte
Ehbp1,-2.105013,0.04767411,NL2,Astrocyte
Macf1,-4.687744,0.02659077,NL2,Astrocyte
Swap70,-2.09769,0.08877498,NL2,Astrocyte
Cep170,-2.886831,0.001767464,NL2,Astrocyte
Cdc5l,-1.351922,0.2887765,NL2,Astrocyte
Larp4b,2.090119,0.02330054,NL2,Astrocyte
FAM120A,-2.883731,0.01981688,NL2,Astrocyte
Usp7,-1.947632,0.04591005,NL2,Astrocyte
Arhgap21,-1.843685,0.01940873,NL2,Astrocyte
Wls,8.059134,0.06682557,NL2,Astrocyte
Carmil1,1.125014,0.8392992,NL2,Astrocyte
Slc25a23,3.115587,0.003567374,NL2,Astrocyte
Nomo1,-2.051616,0.01380439,NL2,Astrocyte
Ralgapa1,1.327598,0.06383434,NL2,Astrocyte
Krt77,3.555208,0.04778267,NL2,Astrocyte
Krt72,1.436382,0.2030167,NL2,Astrocyte
Exoc3,3.139132,0.07718649,NL2,Astrocyte
Dgkb,1.294947,0.03110691,NL2,Astrocyte
Fbxo41,-1.04638,0.8024877,NL2,Astrocyte
Gpr17,2.61495,0.2158542,NL2,Astrocyte
Retreg2,-3.317926,0.1140417,NL2,Astrocyte
Rragb,-1.199199,0.2020755,NL2,Astrocyte
Wdcp,1.877164,0.02288026,NL2,Astrocyte
U2surp,-2.733457,0.4622573,NL2,Astrocyte
Wdr44,-1.173396,0.2551635,NL2,Astrocyte
Ocrl,1.058069,0.4592592,NL2,Astrocyte
Cpsf6,-3.302436,0.01996583,NL2,Astrocyte
Lpcat4,1.829783,0.009240266,NL2,Astrocyte
Rprd2,1.058407,0.8802584,NL2,Astrocyte
Wwc2,-4.105445,0.06708635,NL2,Astrocyte
Dpp10,1.613951,0.2068196,NL2,Astrocyte
Sec23ip,-1.710255,0.01927269,NL2,Astrocyte
Eif4g1,-3.459406,0.0004015329,NL2,Astrocyte
Soga3,-1.572716,0.299965,NL2,Astrocyte
Hdac4,-1.881502,0.03467042,NL2,Astrocyte
Xpnpep1,1.427088,0.1026291,NL2,Astrocyte
Ppp2r2a,1.298628,0.1585764,NL2,Astrocyte
Ankle2,-1.80739,0.1344294,NL2,Astrocyte
Psd2,-1.022488,0.7957178,NL2,Astrocyte
Ppp4r3a,-1.496239,0.3103471,NL2,Astrocyte
Sik3,-1.206401,0.4062115,NL2,Astrocyte
Snrnp200,-1.318364,0.1077894,NL2,Astrocyte
Abcf1,-1.433637,0.2353222,NL2,Astrocyte
Inppl1,3.189638,0.001414417,NL2,Astrocyte
Smchd1,3.069107,0.487584,NL2,Astrocyte
Slc39a10,1.795087,0.08789536,NL2,Astrocyte
Ttyh3,2.471973,0.002452391,NL2,Astrocyte
Xpo1,4.327434,0.01730427,NL2,Astrocyte
Mapk4,-1.453254,0.4086036,NL2,Astrocyte
Polr2m,-1.302734,0.4629825,NL2,Astrocyte
Pcnp,-2.13337,0.0585148,NL2,Astrocyte
Snx6,-2.53548,0.2109072,NL2,Astrocyte
Caskin1,-1.384809,0.06724989,NL2,Astrocyte
Nrxn3,2.014454,0.001987,NL2,Astrocyte
Fam126a,-1.494029,0.3277087,NL2,Astrocyte
Fkbp15,-4.424468,0.000391494,NL2,Astrocyte
Arhgef18,-1.282318,0.3492721,NL2,Astrocyte
Mtss2,-1.723854,0.01718896,NL2,Astrocyte
Smarcd3,-4.242995,0.001107837,NL2,Astrocyte
